id_from;id_to;travel_time
31399;13012;1.5
31399;13011;5.4
31399;63923;36.7
31400;31403;17.7
31401;31424;22.1
31401;44512;2.8
31401;31596;31.9
31402;44510;1.6
31402;44512;1.7
31402;31404;49.0
31403;31398;14.4
31403;31400;17.7
31403;31430;23.1
31404;31406;7.3
31404;44510;3.3
31404;31402;49.0
31405;31409;4.8
31405;31408;5.3
31405;31407;9.3
31406;31404;7.3
31406;31431;20.3
31406;31397;23.7
31407;31405;9.3
31408;31414;4.7
31408;31405;5.3
31408;31410;5.0
31409;31405;4.8
31410;31417;4.5
31410;31408;5.0
31410;31411;1.4
31411;31421;7.9
31411;45885;5.8
31411;31410;1.4
31412;53591;1.9
31412;31456;36.3
31412;13012;10.5
31413;53591;2.2
31414;31408;4.7
31415;31420;2.2
31416;31427;14.2
31417;31410;4.5
31418;53591;2.1
31418;31477;54.6
31418;31422;1.3
31419;31430;24.8
31420;31415;2.2
31420;31424;23.3
31420;31433;28.9
31421;31411;7.9
31421;53592;5.3
31421;31434;12.3
31422;43978;3.9
31422;31465;37.9
31422;31418;1.3
31423;63150;122.1
31423;43978;7.7
31424;31428;3.8
31424;31401;22.1
31424;31420;23.3
31425;31436;6.8
31425;31441;19.6
31425;13011;32.8
31426;13013;32.6
31426;43978;1.8
31426;31423;8.2
31427;31432;1.5
31427;31416;14.2
31427;45884;12.7
31428;31433;1.9
31428;31424;3.8
31428;31443;19.4
31429;53593;1.7
31429;31437;25.0
31429;31437;24.0
31430;31438;5.4
31430;31419;24.8
31430;31403;23.1
31431;31406;20.3
31432;31435;3.1
31432;31427;1.5
31432;31434;14.5
31433;31442;4.2
31433;31428;1.9
31433;31420;28.9
31434;45883;1.0
31434;31432;14.5
31434;31421;12.3
31435;31432;3.1
31436;31425;6.8
31436;31448;19.7
31436;31460;23.4
31437;31438;1.9
31437;31429;25.0
31437;31429;24.0
31438;31447;4.1
31438;31430;5.4
31438;31437;1.9
31439;31445;2.5
31440;53594;5.8
31440;31444;6.2
31440;31469;28.0
31441;31425;19.6
31442;31454;9.9
31442;31433;4.2
31442;31449;19.9
31443;31446;4.3
31443;31449;5.9
31443;31428;19.4
31444;31440;6.2
31444;31447;6.3
31444;64206;35.3
31445;31450;5.8
31445;31439;2.5
31445;31454;23.5
31446;31443;4.3
31447;31438;4.1
31447;31444;6.3
31447;64206;41.5
31448;31436;19.7
31449;31452;4.0
31449;31453;2.5
31449;31443;5.9
31449;31442;19.9
31450;31445;5.8
31450;31457;23.5
31450;31455;5.6
31451;31458;20.8
31451;31456;24.1
31451;31464;25.8
31452;31449;4.0
31453;31449;2.5
31454;31457;5.6
31454;31442;9.9
31454;31445;23.5
31455;31463;23.5
31455;31470;28.9
31455;31450;5.6
31456;31458;3.7
31456;31451;24.1
31456;31412;36.3
31457;31463;5.8
31457;31454;5.6
31457;31450;23.5
31458;31464;5.5
31458;31456;3.7
31458;31451;20.8
31459;31466;13.6
31459;45883;21.6
31459;31468;14.1
31460;31462;6.1
31460;31476;16.1
31460;31436;23.4
31461;53594;20.4
31461;45882;18.0
31461;31469;10.6
31462;31460;6.1
31462;31471;12.8
31462;31471;20.2
31463;31470;6.1
31463;31457;5.8
31463;31455;23.5
31464;31467;1.4
31464;31458;5.5
31464;31451;25.8
31465;31472;6.3
31465;31479;31.8
31465;31422;37.9
31466;31459;13.6
31467;31464;1.4
31468;31459;14.1
31469;31461;10.6
31469;64206;12.9
31469;31440;28.0
31470;53597;6.1
31470;31463;6.1
31470;31455;28.9
31471;31462;12.8
31471;31462;20.2
31471;31473;3.9
31472;31465;6.3
31472;31482;32.1
31472;58955;35.5
31473;31471;3.9
31474;31475;2.2
31475;31478;5.9
31475;31478;53.8
31475;31474;2.2
31476;31460;16.1
31477;31481;5.6
31477;31418;54.6
31477;31478;2.3
31478;31475;5.9
31478;31475;53.8
31478;31477;2.3
31479;31465;31.8
31480;31485;24.3
31481;45887;25.1
31481;31484;7.7
31481;31477;5.6
31482;31472;32.1
31483;31490;23.7
31484;31489;25.2
31484;31487;8.8
31484;31481;7.7
31485;31480;24.3
31485;31486;1.6
31485;13013;15.4
31486;31493;31.1
31486;31485;1.6
31486;31490;10.4
31487;31495;24.5
31487;31491;7.9
31487;31484;8.8
31488;31497;25.8
31489;31484;25.2
31490;31483;23.7
31490;31492;8.4
31490;31486;10.4
31491;31504;18.1
31491;31487;7.9
31491;31494;6.1
31492;31497;3.8
31492;31490;8.4
31492;31496;4.7
31493;31486;31.1
31494;31503;12.5
31494;31500;14.4
31494;31491;6.1
31495;31487;24.5
31496;31502;9.4
31496;31499;8.8
31496;31492;4.7
31497;31488;25.8
31497;31498;3.6
31497;31492;3.8
31498;31497;3.6
31499;31502;12.5
31499;31496;8.8
31499;31501;2.7
31500;31494;14.4
31501;31499;2.7
31502;31499;12.5
31502;31505;3.4
31502;31496;9.4
31503;31494;12.5
31504;31491;18.1
31505;31502;3.4
31506;31507;8.1
31506;31510;23.6
31506;68363;47.1
31507;31508;9.6
31507;31506;8.1
31507;31511;11.8
31508;16278;10.8
31508;31513;11.2
31508;31507;9.6
31509;31522;46.4
31510;31513;10.3
31510;31506;23.6
31510;67073;4.4
31511;31507;11.8
31511;16278;4.8
31512;49357;3.3
31512;49356;5.8
31512;31523;51.0
31513;31508;11.2
31513;31510;10.3
31513;49362;10.7
31514;57089;13.4
31514;57089;23.1
31514;16277;29.5
31515;49359;2.7
31515;49361;4.2
31516;62625;3.5
31516;31517;14.5
31516;53550;9.8
31517;31520;6.5
31517;31516;14.5
31517;31526;21.1
31518;31530;29.8
31518;31519;16.7
31519;52133;55.0
31519;67050;11.0
31519;31518;16.7
31520;31517;6.5
31521;67050;9.5
31521;62681;138.0
31521;66818;15.8
31522;31509;46.4
31522;31523;7.1
31522;66818;5.8
31523;31512;51.0
31523;31526;17.7
31523;31522;7.1
31524;53549;18.5
31524;53552;14.6
31524;53551;10.1
31525;62629;1.4
31525;62626;14.7
31525;31526;27.9
31526;31517;21.1
31526;31525;27.9
31526;31523;17.7
31527;56521;8.7
31528;56521;17.7
31528;56520;4.2
31528;16276;43.9
31529;31531;61.9
31530;49355;0.3
31530;67075;53.0
31531;31529;61.9
31531;49355;1.6
31531;16276;24.0
31532;62626;96.9
31532;41909;22.1
31533;63148;38.4
31533;31350;44.5
31533;31535;3.1
31534;31536;5.8
31534;63148;12.2
31534;31538;10.9
31535;31533;3.1
31535;31535;71.9
31535;31535;71.9
31536;58956;1.5
31536;31534;5.8
31536;31539;9.6
31537;63149;23.4
31538;31534;10.9
31539;31536;9.6
31540;31542;7.0
31540;16274;12.3
31540;49108;21.6
31541;63149;26.7
31542;31540;7.0
31542;31550;33.4
31542;31548;35.1
31543;31545;51.3
31543;53297;24.5
31543;31544;2.8
31544;31543;2.8
31544;58966;2.8
31544;63714;15.6
31545;31551;15.0
31545;63714;6.7
31545;31543;51.3
31546;31555;16.8
31546;58963;7.1
31546;31547;3.6
31547;31546;3.6
31547;53298;36.1
31547;31551;8.5
31548;31550;6.0
31548;31553;7.8
31548;31542;35.1
31549;31558;18.7
31550;31548;6.0
31550;31556;9.0
31550;31542;33.4
31551;31545;15.0
31551;31547;8.5
31551;60779;30.6
31552;31559;16.9
31553;31548;7.8
31554;31373;7.5
31554;60779;0.7
31554;58967;27.4
31555;31546;16.8
31556;31550;9.0
31557;31560;12.5
31558;53589;5.1
31558;31377;2.9
31558;31549;18.7
31559;31560;4.6
31559;53589;1.4
31559;31552;16.9
31560;31381;3.1
31560;31559;4.6
31560;31557;12.5
31561;31563;24.7
31562;31565;25.4
31563;13009;19.5
31563;31565;5.9
31563;31561;24.7
31564;31567;27.9
31565;31566;4.7
31565;31563;5.9
31565;31562;25.4
31566;31567;1.1
31566;31565;4.7
31566;31568;21.1
31567;31569;5.4
31567;31566;1.1
31567;31564;27.9
31568;31566;21.1
31569;31572;5.5
31569;31567;5.4
31569;31571;21.2
31570;31575;17.7
31570;63486;19.6
31570;58991;5.4
31571;31569;21.2
31572;43982;11.9
31572;67629;9.0
31572;31573;4.4
31572;31569;5.5
31573;43983;12.0
31573;43984;3.7
31573;31572;4.4
31574;43985;4.5
31574;43982;12.8
31574;64301;13.4
31575;31577;15.9
31575;31578;4.4
31575;31570;17.7
31576;31579;22.1
31577;31575;15.9
31578;31580;15.1
31578;31575;4.4
31578;58992;55.1
31579;31576;22.1
31579;62793;3.5
31579;31582;4.5
31580;31578;15.1
31581;31583;14.4
31582;31585;18.1
31582;31579;4.5
31582;31583;2.2
31583;13006;2.6
31583;31582;2.2
31583;31581;14.4
31584;31586;4.4
31585;31582;18.1
31586;31587;32.6
31586;50572;3.7
31586;31584;4.4
31587;31586;32.6
31587;12973;14.4
31587;12955;5.9
31588;31592;40.2
31589;31589;51.2
31589;31589;51.2
31589;31590;11.0
31590;31591;23.5
31590;31589;11.0
31590;49353;18.2
31591;31590;23.5
31592;31588;40.2
31592;53679;2.0
31593;13005;70.3
31594;31595;5.1
31595;31596;3.2
31595;31594;5.1
31595;31597;21.6
31596;31595;3.2
31596;31598;17.5
31596;31401;31.9
31597;31595;21.6
31598;31596;17.5
31599;35497;22.9
31600;31601;1.5
31600;35497;5.6
31600;31603;4.1
31601;31600;1.5
31602;28182;4.7
31602;31603;15.0
31602;35505;4.6
31603;31602;15.0
31603;29690;4.5
31603;31600;4.1
31604;35505;1.6
31605;6883;5.3
31605;65252;3.6
31605;7099;3.6
31606;66722;1.7
31607;47856;1.7
31607;11284;1.4
31607;31608;7.0
31608;31609;8.3
31608;60372;5.1
31608;31607;7.0
31609;31611;2.8
31609;31608;8.3
31609;31612;3.5
31610;46059;1.4
31610;31613;5.1
31610;31615;8.2
31611;31609;2.8
31611;31613;10.5
31611;31614;4.4
31612;31609;3.5
31612;11283;3.9
31612;47861;6.0
31613;31610;5.1
31613;61883;2.0
31613;31611;10.5
31614;61882;1.2
31614;47861;4.6
31614;31611;4.4
31615;31617;5.8
31615;31619;9.0
31615;31610;8.2
31616;11283;4.6
31616;31905;3.1
31616;47861;4.0
31617;31615;5.8
31617;31620;9.2
31617;61883;8.5
31618;31619;6.3
31618;31628;101.1
31618;62035;12.8
31619;31621;3.2
31619;31615;9.0
31619;31618;6.3
31619;31620;5.7
31620;47827;5.4
31620;31617;9.2
31620;31619;5.7
31620;61932;5.9
31621;31619;3.2
31622;31909;3.0
31622;47828;87.3
31622;31911;3.0
31623;31625;13.5
31624;31629;24.6
31625;31631;35.9
31625;31623;13.5
31625;31626;13.6
31626;31625;13.6
31627;31630;17.7
31628;31630;12.7
31628;31295;7.2
31628;31618;101.1
31629;31295;18.5
31629;49471;10.4
31629;31624;24.6
31630;31628;12.7
31630;31627;17.7
31630;31631;8.9
31631;31625;35.9
31631;31630;8.9
31631;49473;24.8
31632;64326;21.8
31633;64367;0.5
31633;64371;2.3
31633;64369;7.3
31634;64326;7.5
31635;31636;7.3
31635;31290;7.3
31635;45853;41.2
31636;64405;2.2
31636;31635;7.3
31636;31638;24.4
31637;4144;8.9
31637;31641;7.0
31637;64371;39.2
31638;31636;24.4
31639;31290;17.2
31640;31641;4.2
31640;31645;11.2
31640;47793;9.8
31641;31637;7.0
31641;31642;1.0
31641;31640;4.2
31642;31645;6.5
31642;31645;13.6
31642;31641;1.0
31643;31647;14.9
31644;31646;4.4
31645;31642;6.5
31645;31642;13.6
31645;31640;11.2
31646;31652;7.7
31646;31652;13.5
31646;31644;4.4
31647;47795;6.1
31647;31655;8.0
31647;31643;14.9
31648;31660;19.5
31648;31649;8.7
31648;31661;30.2
31649;31654;5.7
31649;31648;8.7
31649;47794;7.0
31650;47797;8.1
31650;47796;5.3
31650;60168;40.3
31651;47798;6.1
31651;47794;5.6
31651;31661;75.3
31652;31646;7.7
31652;31646;13.5
31652;31653;2.8
31653;31656;4.2
31653;31652;2.8
31653;64405;20.5
31654;31649;5.7
31655;47799;1.7
31655;31647;8.0
31655;47800;3.9
31656;31653;4.2
31656;31657;4.9
31656;31659;5.7
31657;47798;0.7
31657;47801;2.2
31657;31660;8.6
31657;31656;4.9
31658;31659;4.1
31658;47800;10.0
31658;47795;10.6
31659;66698;4.1
31659;31658;4.1
31659;31656;5.7
31660;31648;19.5
31660;31661;4.8
31660;31657;8.6
31661;31660;4.8
31661;31648;30.2
31661;31651;75.3
31662;31664;4.7
31662;31667;20.9
31662;66698;5.4
31663;47806;6.0
31663;31672;9.2
31663;47796;19.9
31664;66749;7.7
31664;31662;4.7
31664;31668;14.8
31665;31679;21.3
31666;31669;11.5
31667;31671;4.2
31667;31671;9.9
31667;31662;20.9
31668;31673;5.1
31668;31664;14.8
31668;31671;6.9
31669;31674;4.2
31669;66749;2.9
31669;31666;11.5
31670;31681;21.3
31671;31667;4.2
31671;31667;9.9
31671;31668;6.9
31672;31663;9.2
31673;31668;5.1
31674;31679;4.1
31674;31669;4.2
31674;31678;24.4
31675;31684;19.5
31676;31682;8.0
31676;45228;1.4
31676;31677;6.6
31677;31676;6.6
31677;31680;8.0
31677;31683;7.9
31678;31674;24.4
31679;31291;2.8
31679;31674;4.1
31679;31665;21.3
31680;31677;8.0
31680;42163;14.4
31680;20659;11.0
31681;31684;4.2
31681;31291;2.1
31681;31670;21.3
31682;31683;7.8
31682;31689;7.5
31682;31676;8.0
31683;31682;7.8
31683;31677;7.9
31683;31688;8.9
31684;66661;2.3
31684;31681;4.2
31684;31675;19.5
31685;31686;1.4
31685;45252;2.6
31685;47797;55.5
31686;31685;1.4
31687;68300;3.5
31687;47806;25.0
31687;60304;14.4
31688;31689;4.5
31688;42170;7.5
31688;31683;8.9
31689;31682;7.5
31689;31688;4.5
31689;31690;1.9
31690;31689;1.9
31691;31694;65.7
31692;24325;15.3
31692;31693;11.1
31692;64308;29.3
31693;63359;49.0
31693;31692;11.1
31693;31694;7.1
31694;31691;65.7
31694;31693;7.1
31694;31696;8.5
31695;45440;19.4
31695;31696;9.7
31695;67887;15.4
31696;31697;1.8
31696;31695;9.7
31696;31694;8.5
31697;31696;1.8
31697;31698;15.4
31697;64309;10.6
31698;31697;15.4
31699;64049;13.3
31699;31701;8.7
31699;64309;4.6
31700;31701;8.1
31700;59217;77.7
31700;56822;90.7
31701;31702;4.7
31701;31699;8.7
31701;31700;8.1
31702;64044;4.5
31702;31701;4.7
31702;31708;14.3
31703;31706;12.8
31704;31710;27.4
31705;31707;14.5
31706;31707;3.3
31706;64044;3.0
31706;31703;12.8
31706;31709;10.3
31707;31706;3.3
31707;31709;8.2
31707;31705;14.5
31707;31710;3.6
31708;31702;14.3
31709;31707;8.2
31709;31711;3.3
31709;31706;10.3
31710;31707;3.6
31710;31712;3.4
31710;31704;27.4
31711;31709;3.3
31712;31710;3.4
31713;31715;9.1
31713;31715;20.7
31713;31714;36.2
31714;31713;36.2
31714;31716;21.9
31714;31715;5.8
31715;31713;20.7
31715;31713;9.1
31715;31714;5.8
31716;49650;0.8
31716;40708;152.2
31716;31714;21.9
31717;31719;61.5
31717;20381;162.1
31717;49649;55.8
31718;31720;8.8
31719;31717;61.5
31719;31721;16.1
31720;31721;12.6
31720;31718;8.8
31720;49653;14.9
31721;31720;12.6
31721;7644;4.6
31722;24113;16.8
31723;65441;1.5
31723;59608;5.8
31723;31724;10.6
31724;31723;10.6
31725;31730;30.7
31726;65382;0.5
31726;31730;4.2
31726;65441;15.4
31727;31743;24.9
31727;31731;2.1
31727;65430;3.8
31728;31732;6.7
31729;64358;5.3
31730;31725;30.7
31730;31735;6.3
31730;31726;4.2
31731;31736;9.5
31731;3268;2.5
31731;31727;2.1
31732;31728;6.7
31732;31733;0.8
31732;31737;10.9
31733;31732;0.8
31733;31734;8.3
31733;65384;19.4
31733;31738;11.3
31734;31733;8.3
31734;31735;16.8
31734;31740;9.0
31735;31734;16.8
31735;31741;9.3
31735;31730;6.3
31736;31731;9.5
31737;31732;10.9
31738;31733;11.3
31739;50467;9.9
31740;31734;9.0
31741;31746;9.4
31741;61855;4.9
31741;31735;9.3
31742;46592;5.5
31742;64358;15.2
31742;64356;12.7
31743;61854;11.8
31743;31747;14.4
31743;31727;24.9
31744;64331;12.2
31744;31884;5.6
31744;46592;9.5
31745;31748;11.4
31745;31747;34.8
31745;31755;10.3
31746;61854;1.6
31746;31741;9.4
31746;31792;44.3
31747;31750;4.3
31747;31745;34.8
31747;31743;14.4
31748;31750;9.7
31748;31745;11.4
31748;31758;12.2
31749;31754;6.7
31750;31748;9.7
31750;31759;10.4
31750;31747;4.3
31751;64350;15.4
31751;31765;8.4
31751;61855;7.9
31752;31754;5.5
31753;64348;2.7
31753;31767;18.3
31753;31767;20.0
31754;31752;5.5
31754;31761;4.6
31754;31749;6.7
31755;31745;10.3
31755;31758;15.1
31755;31757;3.4
31756;31761;9.8
31757;31755;3.4
31758;31755;15.1
31758;31776;13.5
31758;31748;12.2
31759;31776;10.1
31759;31886;2.5
31759;31750;10.4
31760;31769;7.1
31761;31756;9.8
31761;31764;5.9
31761;31754;4.6
31762;31782;5.5
31763;31774;6.9
31764;31766;0.7
31764;64357;35.0
31764;31761;5.9
31765;31795;24.5
31765;31781;5.1
31765;31751;8.4
31765;64349;11.2
31766;31764;0.7
31766;64353;5.0
31766;31767;3.6
31767;31753;18.3
31767;31753;20.0
31767;31766;3.6
31768;31784;9.6
31769;31774;3.9
31769;31760;7.1
31769;31781;5.3
31770;64331;15.7
31770;64329;25.5
31770;46598;5.6
31771;31792;17.4
31772;31775;11.0
31772;31786;7.5
31772;46580;6.8
31773;31787;9.7
31774;31763;6.9
31774;64355;10.9
31774;31769;3.9
31775;31772;11.0
31775;46601;6.2
31775;31783;7.4
31776;31812;28.3
31776;31759;10.1
31776;31758;13.5
31777;31778;1.2
31778;31790;8.6
31778;31777;1.2
31778;31780;1.4
31779;31805;24.1
31780;31778;1.4
31781;31787;7.4
31781;31765;5.1
31781;31769;5.3
31782;31762;5.5
31782;6740;9.8
31782;6739;4.0
31783;31788;7.6
31783;31775;7.4
31783;31793;12.9
31784;31791;6.1
31784;31768;9.6
31784;31797;19.1
31785;31809;21.4
31786;31772;7.5
31787;31773;9.7
31787;31790;4.7
31787;31781;7.4
31788;31783;7.6
31788;31793;7.3
31788;31794;9.7
31789;64329;1.3
31789;64351;5.0
31789;31803;11.3
31789;31790;4.7
31790;31778;8.6
31790;31789;4.7
31790;31787;4.7
31791;31784;6.1
31792;31771;17.4
31792;31746;44.3
31792;31800;10.2
31793;31788;7.3
31793;31801;7.8
31793;31783;12.9
31794;31788;9.7
31794;31801;6.2
31794;64329;6.9
31795;31765;24.5
31795;31800;7.1
31795;31796;10.3
31795;31807;16.4
31796;31803;10.4
31796;31816;15.1
31796;31795;10.3
31797;6740;11.7
31797;31810;7.9
31797;31784;19.1
31798;67889;3.0
31798;31799;9.7
31798;31799;9.1
31799;31798;9.7
31799;31798;9.1
31799;31802;3.3
31800;31792;10.2
31800;31805;3.5
31800;31795;7.1
31801;31793;7.8
31801;31802;5.9
31801;31794;6.2
31802;51907;16.2
31802;31801;5.9
31802;31799;3.3
31803;31804;0.6
31803;31796;10.4
31803;31789;11.3
31804;31803;0.6
31804;31819;21.9
31804;31811;3.5
31805;31809;3.1
31805;31779;24.1
31805;31800;3.5
31806;31810;9.1
31806;31806;26.5
31806;31806;26.5
31807;31815;5.8
31807;31808;15.8
31807;31795;16.4
31808;31807;15.8
31809;31805;3.1
31809;31785;21.4
31809;31812;3.1
31810;31797;7.9
31810;6738;10.0
31810;31806;9.1
31811;31818;20.7
31811;31804;3.5
31811;31813;3.8
31812;31776;28.3
31812;31814;4.0
31812;31809;3.1
31813;51909;3.4
31813;31811;3.8
31813;51905;11.1
31814;60389;14.3
31814;6738;14.1
31814;31812;4.0
31815;31807;5.8
31816;31796;15.1
31817;51909;6.9
31818;31811;20.7
31819;31804;21.9
31820;6683;15.5
31820;68631;0.7
31820;31823;10.9
31821;31826;17.9
31822;31824;14.3
31822;20367;6.4
31823;31820;10.9
31824;31822;14.3
31825;68636;0.8
31825;31822;16.3
31826;31828;16.1
31826;6751;39.1
31826;31821;17.9
31827;47838;12.3
31827;11303;13.7
31827;11297;15.4
31828;31826;16.1
31829;31834;14.5
31830;68622;2.3
31830;31825;7.2
31831;6692;28.1
31831;6692;25.5
31831;6693;4.1
31832;6743;1.7
31832;68624;18.8
31832;6744;13.2
31833;31834;3.2
31833;62029;1.9
31833;68628;1.1
31834;31829;14.5
31834;31833;3.2
31834;60322;10.6
31835;61895;13.7
31835;11297;6.3
31835;11302;13.6
31836;31844;22.1
31836;6671;12.1
31836;6690;10.8
31837;61929;10.2
31837;31844;12.6
31837;6744;10.3
31838;6670;5.6
31838;6671;5.1
31838;47839;8.4
31839;31847;12.6
31839;45427;11.7
31839;31842;3.6
31840;31846;10.4
31841;6753;18.7
31841;68624;1.9
31842;68064;8.7
31842;31847;15.7
31842;31839;3.6
31843;6672;7.0
31844;31836;22.1
31844;31846;6.9
31844;31837;12.6
31844;47844;28.8
31845;68064;1.8
31845;31851;13.9
31845;31902;14.2
31846;31840;10.4
31846;31844;6.9
31846;6745;10.2
31847;31848;1.0
31847;31839;12.6
31847;31842;15.7
31848;31847;1.0
31849;31852;5.4
31849;31853;5.0
31849;6673;14.6
31850;31902;1.6
31850;68306;4.3
31850;31859;13.4
31851;31845;13.9
31852;31849;5.4
31852;61867;4.4
31852;47850;24.9
31853;31849;5.0
31853;31856;7.6
31853;31857;16.1
31854;31862;6.7
31854;31864;13.6
31854;6753;14.9
31855;68305;3.0
31855;31857;2.5
31855;31866;12.9
31856;31863;5.3
31856;31853;7.6
31856;47846;4.0
31857;31855;2.5
31857;31860;3.2
31857;31853;16.1
31858;6673;11.7
31859;31850;13.4
31860;31857;3.2
31860;47846;1.7
31860;47848;3.1
31861;47846;0.8
31861;47849;2.8
31861;31872;13.9
31862;31854;6.7
31863;31856;5.3
31863;61867;8.0
31863;61868;18.2
31864;31854;13.6
31865;31868;5.2
31865;11284;11.2
31865;11286;23.6
31866;31855;12.9
31867;47849;5.4
31867;11304;17.9
31867;31870;6.9
31868;31871;6.0
31868;31865;5.2
31868;60025;3.4
31869;60025;2.7
31869;47854;2.1
31869;31874;10.6
31870;31867;6.9
31870;31870;40.2
31870;31870;40.2
31871;31868;6.0
31872;31861;13.9
31873;31880;10.0
31873;47854;3.4
31873;31876;3.4
31874;47860;3.5
31874;31869;10.6
31874;19504;14.6
31875;31879;2.1
31875;6745;53.6
31875;61892;8.2
31876;31877;3.9
31876;31882;8.3
31876;31873;3.4
31877;31876;3.9
31877;31878;2.8
31877;31883;8.9
31878;31877;2.8
31878;11284;10.8
31878;11283;10.3
31879;31875;2.1
31880;31881;2.1
31880;47860;3.9
31880;31873;10.0
31880;19504;11.6
31881;31880;2.1
31882;31876;8.3
31882;60390;16.6
31882;31883;2.6
31883;31903;5.6
31883;31877;8.9
31883;31882;2.6
31884;46594;3.0
31884;46595;4.3
31884;31744;5.6
31885;46595;1.5
31886;31759;2.5
31886;61854;13.7
31886;31888;11.0
31887;46596;0.6
31888;31886;11.0
31889;11278;9.9
31889;11276;4.4
31889;31890;22.9
31890;31889;22.9
31890;11301;4.4
31891;11301;2.5
31891;47843;6.5
31891;11278;1.7
31892;65629;0.7
31892;65549;17.7
31893;3917;6.5
31893;3981;6.2
31893;3983;10.2
31894;65549;13.0
31894;31896;11.8
31894;65503;7.0
31895;31898;8.6
31895;3980;4.1
31895;31897;4.2
31896;31894;11.8
31897;3978;4.0
31897;31895;4.2
31897;3979;9.5
31898;3977;4.3
31898;31895;8.6
31898;65427;12.1
31899;31900;10.0
31899;6703;6.2
31900;31899;10.0
31901;31902;13.0
31902;31901;13.0
31902;31850;1.6
31902;31845;14.2
31903;31904;4.5
31903;31883;5.6
31903;31905;11.0
31904;60016;4.5
31904;31903;4.5
31904;31906;13.7
31905;31616;3.1
31905;11282;9.9
31905;31903;11.0
31906;31907;4.5
31906;11282;7.4
31906;31904;13.7
31907;31906;4.5
31907;60016;14.4
31907;31909;15.5
31908;60016;12.3
31908;31911;17.9
31908;31912;8.2
31909;31622;3.0
31909;47826;1.4
31909;31907;15.5
31910;60016;18.1
31911;31908;17.9
31911;31622;3.0
31911;31915;7.9
31912;31908;8.2
31913;31915;11.0
31914;31916;5.1
31915;31916;7.7
31915;31911;7.9
31915;31913;11.0
31916;31917;1.9
31916;31915;7.7
31916;31914;5.1
31917;31916;1.9
31918;64306;12.6
31918;31919;6.5
31918;31919;29.4
31919;31307;11.9
31919;31918;6.5
31919;31918;29.4
31920;31921;4.1
31920;65455;3.7
31920;31923;11.8
31921;68284;6.0
31921;31920;4.1
31921;31924;12.2
31922;3059;3.0
31922;68284;3.6
31922;31925;11.4
31923;31920;11.8
31924;31921;12.2
31925;31922;11.4
31926;31927;4.2
31927;49049;8.5
31927;31929;4.3
31927;31926;4.2
31928;31940;16.9
31929;49047;4.4
31929;31927;4.3
31929;49048;11.7
31930;31934;2.3
31930;49054;5.9
31931;2932;8.5
31932;31939;8.9
31933;3122;6.8
31933;31935;11.3
31934;60284;3.9
31934;31951;15.0
31935;31933;11.3
31936;31948;10.6
31936;65302;1.3
31936;2818;7.7
31937;31933;6.1
31937;31938;4.5
31938;31937;4.5
31938;31938;19.0
31938;31938;19.0
31939;2932;1.3
31939;31932;8.9
31940;31939;3.5
31940;31928;16.9
31941;31943;1.3
31941;31953;4.9
31942;31940;5.8
31943;31945;2.0
31943;31963;10.8
31944;31942;2.5
31944;49050;9.0
31945;31964;17.8
31945;31946;2.3
31946;31961;15.1
31946;2823;15.8
31947;31944;4.2
31947;49051;8.9
31948;31966;15.8
31948;31966;25.5
31948;31966;22.2
31948;31936;10.6
31949;31951;7.7
31950;47870;12.6
31950;2818;5.3
31950;31952;3.8
31951;31949;7.7
31951;31955;4.1
31951;31934;15.0
31952;31962;12.6
31952;31950;3.8
31952;31953;3.7
31953;31952;3.7
31953;47871;12.6
31953;31941;4.9
31954;31955;7.4
31955;31954;7.4
31955;31957;4.0
31955;31951;4.1
31956;31957;7.2
31957;31956;7.2
31957;31960;3.5
31957;31955;4.0
31958;31972;18.1
31959;31970;15.6
31960;31957;3.5
31961;47869;0.7
31961;47868;2.3
31961;31946;15.1
31962;31952;12.6
31962;47870;3.7
31962;47871;3.8
31963;31943;10.8
31964;31945;17.8
31965;47871;1.3
31966;31948;15.8
31966;31948;25.5
31966;31948;22.2
31967;31971;11.1
31967;65544;16.9
31967;3968;30.8
31968;31973;9.1
31969;31975;11.2
31970;31959;15.6
31970;31972;3.2
31970;65544;0.7
31971;31967;11.1
31972;31958;18.1
31972;65542;4.0
31972;31970;3.2
31973;65615;3.3
31973;65617;2.1
31973;31968;9.1
31974;31977;9.9
31975;3968;5.9
31975;65615;0.7
31975;31969;11.2
31976;31978;11.6
31977;65623;1.6
31977;31974;9.9
31978;65625;0.4
31978;31976;11.6
31979;3966;9.4
31979;3972;11.9
31979;6726;17.2
31980;51250;3.9
31980;3819;47.3
31980;31990;30.5
31981;51252;22.6
31981;51252;22.5
31981;51255;65.1
31982;31984;3.9
31982;31983;5.0
31982;51253;2.7
31982;59712;26.5
31983;66360;4.6
31983;31982;5.0
31983;31988;19.5
31983;31985;8.3
31984;31982;3.9
31984;31993;18.3
31984;51253;4.7
31985;51254;4.2
31985;31983;8.3
31985;31988;4.5
31986;31989;6.0
31986;51251;18.0
31987;51256;1.3
31987;31992;11.7
31987;59713;35.3
31988;31991;8.7
31988;31983;19.5
31988;31985;4.5
31989;31986;5.6
31989;66222;18.7
31990;66231;7.8
31990;51257;3.8
31990;31980;30.5
31991;31988;8.7
31992;31987;11.7
31992;31999;18.3
31992;31998;29.4
31993;31997;6.4
31993;31984;18.3
31993;51263;9.7
31994;31997;11.5
31995;51265;11.7
31996;31998;5.0
