id_from;id_to;travel_length
35895;35912;173.11
35895;35853;233.71
35895;35900;62.44
35895;56357;61.65
35896;48341;6.43
35896;62888;65.66
35896;35930;194.17
35897;35910;125.61
35897;62823;171.94
35897;35888;61.3
35897;35898;63.06
35898;35926;163.64
35898;35862;194.93
35898;35897;63.06
35898;25160;60.62
35899;35921;219.89
35899;35887;63.79
35900;35923;172.16
35900;35861;231.92
35900;25152;62.48
35900;35895;62.44
35901;35903;41.78
35902;35920;84.72
35902;35870;195.46
35902;25160;64.02
35903;35906;40.49
35903;35901;41.78
35903;57451;133.72
35904;35937;218.32
35904;35899;69.07
35905;46685;236.37
35905;25140;10.91
35905;56383;28.56
35906;35903;40.49
35906;57451;122.93
35906;35911;41.57
35907;35942;171.99
35907;69144;11.91
35907;25152;65.45
35908;35887;217.76
35908;25157;113.37
35908;25183;68.07
35908;35921;68.64
35909;25146;64.67
35909;35922;63.12
35909;35943;162.2
35909;35868;294.57
35910;35897;125.61
35910;56385;43.08
35910;35926;74.12
35911;35916;20.51
35911;57450;121.54
35911;35906;41.57
35912;35940;122.76
35912;35895;173.11
35912;35923;63.38
35913;35919;42.33
35913;35889;186.43
35913;35929;61.63
35913;56624;145.82
35914;46686;236.09
35914;25173;9.76
35914;35905;63.49
35915;25160;84.56
35915;35939;116.64
35915;35920;61.32
35916;35918;17.33
35916;35911;20.51
35916;62263;108.17
35917;35951;218.34
35917;69144;33.02
35918;35927;45.71
35918;35916;17.33
35918;57449;120.72
35919;35913;42.33
35919;35924;37.36
35919;35891;196.54
35920;35955;153.12
35920;35902;84.72
35920;35928;63.14
35920;35915;61.32
35921;35899;219.89
35921;35947;153.3
35921;35908;68.64
35921;35937;66.29
35922;35909;63.12
35922;56356;62.59
35922;35953;161.34
35922;35874;295.26
35923;25172;122.55
35923;35900;172.16
35923;35912;63.38
35923;35934;60.77
35924;25144;208.85
35924;35919;37.36
35924;35932;37.95
35925;35914;61.88
35925;35931;11.91
35925;25167;160.23
35926;35898;163.64
35926;35910;74.12
35926;35939;73.16
35927;57448;127.71
35927;54641;23.26
35927;35918;45.71
35928;35935;60.93
35928;35920;63.14
35928;35966;123.55
35928;35876;280.44
35929;35913;61.63
35929;35944;118.48
35929;54641;27.5
35930;35945;85.67
35930;35896;194.17
35930;48336;104.4
35931;25164;61.83
35931;46671;254.7
35931;35925;11.91
35932;25143;208.74
35932;35944;60.7
35932;35924;37.95
35933;43892;59.67
35933;35917;67.87
35934;35980;282.68
35934;25152;172.42
35934;35923;60.77
35934;35942;64.9
35935;35938;62.81
35935;35928;60.93
35935;35960;114.77
35935;35883;279.24
35936;25146;161.39
35936;25164;10.87
35936;35925;61.53
35937;35904;218.32
35937;35952;97.47
35937;35921;66.29
35937;35951;67.46
35938;35886;275.01
35938;35958;62.61
35938;35945;35.9
35938;35935;62.81
35939;35915;116.64
35939;35926;73.16
35939;46668;40.88
35940;56356;60.89
35940;25172;61.24
35940;35970;161.67
35940;35912;122.76
35941;57504;46.06
35941;35950;43.4
35941;35961;87.58
35942;35934;64.9
35942;35948;12.97
35942;35985;281.44
35943;35936;64.46
35943;35949;10.43
35943;35909;162.2
35944;35932;60.7
35944;35974;78.87
35944;35929;118.48
35945;35938;35.9
35945;25142;61.6
35945;35930;85.67
35946;62263;141.38
35946;69329;142.14
35946;54645;309.99
35947;26028;20.89
35947;25157;79.84
35947;35921;153.3
35948;35942;12.97
35948;35954;60.86
35948;35933;71.15
35949;35957;62.92
35949;46674;183.57
35949;35943;10.43
35950;35967;77.25
35950;35941;43.4
35950;35972;105.21
35951;35917;218.34
35951;35959;53.46
35951;35937;67.46
35951;35963;68.33
35952;35937;97.47
35952;26028;84.21
35952;35959;80.01
35953;35943;63.23
35953;35957;12.18
35953;35922;161.34
35954;43892;69.12
35954;35948;60.86
35954;35956;11.09
35955;35920;153.12
35955;46668;32.01
35955;35969;39.86
35956;35954;11.09
35956;35973;111.96
35956;35509;164.91
35957;25156;61.61
35957;46675;184.64
35957;35953;12.18
35958;35938;62.61
35958;35968;75.99
35958;25142;10.07
35959;35951;53.46
35959;35507;30.79
35959;35952;80.01
35960;62818;38.47
35960;35935;114.77
35960;35968;28.48
35961;35967;43.21
35961;61427;43.44
35961;35984;175.02
35961;35941;87.58
35962;56356;161.92
35962;25156;12.45
35962;35953;61.2
35963;43892;161.74
35963;35965;5.66
35963;35951;68.33
35964;35981;182.5
35964;35976;62.86
35964;25142;60.15
35965;35963;5.66
35965;35973;79.45
35965;35507;50.93
35966;35969;57.11
35966;35928;123.55
35966;62818;65.67
35967;35988;181.94
35967;35950;77.25
35967;35972;40.31
35967;35961;43.21
35968;35971;49.65
35968;35958;75.99
35968;35960;28.48
35969;35955;39.86
35969;35977;74.57
35969;35966;57.11
35970;35962;62.84
35970;35975;12.13
35970;35940;161.67
35971;35977;49.91
35971;35968;49.65
35971;62818;15.2
35972;35976;57.63
35972;35967;40.31
35972;35990;194.11
35972;35950;105.21
35973;35956;111.96
35973;35965;79.45
35973;35508;78.59
35974;54639;232.56
35974;35983;138.21
35974;35944;78.87
35975;35979;62.89
35975;46676;183.52
35975;35970;12.13
35976;35987;175.12
35976;35972;57.63
35976;35982;61.63
35976;35964;62.86
35977;35969;74.57
35977;35981;62.06
35977;35971;49.91
35978;35970;63.0
35978;35979;12.72
35978;25172;162.38
35979;46677;61.2
35979;35994;186.08
35979;35978;12.72
35980;35978;61.71
35980;46677;13.45
35980;35934;282.68
35981;35964;182.5
35981;35977;62.06
35981;35987;61.43
35981;46665;79.13
35982;35992;167.45
35982;35989;62.93
35982;35976;61.63
35983;35984;44.5
35983;35974;138.21
35983;61424;119.99
35984;35961;175.02
35984;35988;44.05
35984;35983;44.5
35985;35980;65.92
35985;67303;13.0
35986;44670;3.34
35986;35510;103.8
35986;55069;15.7
35987;35976;175.12
35987;35981;61.43
35987;35992;62.94
35988;35967;181.94
35988;67141;7.16
35988;35984;44.05
35989;46667;75.62
35989;35993;83.11
35989;35982;62.93
35990;35972;194.11
35990;67139;40.0
35990;67141;35.23
35991;46677;107.14
35991;67241;13.87
35991;35514;108.99
35992;35982;167.45
35992;35987;62.94
35992;41851;64.19
35993;35989;83.11
35993;54638;61.59
35993;67139;19.96
35994;41850;4.82
35994;35979;186.08
35994;46676;63.56
35995;67152;4.8
35995;54657;39.62
35996;35997;66.66
35997;35996;66.66
35997;36003;212.66
35997;36000;63.24
35997;35999;326.76
35998;36000;65.77
35999;36003;60.85
35999;35997;326.76
35999;36004;103.25
36000;35998;65.77
36000;36007;214.31
36000;35997;63.24
36000;36002;34.9
36001;36004;30.26
36002;36000;34.9
36003;35997;212.66
36003;35999;60.85
36003;36006;12.61
36004;36001;30.26
36004;36008;69.97
36004;35999;103.25
36005;36013;185.8
36006;36008;89.58
36006;36003;12.61
36006;36007;50.71
36007;36000;214.31
36007;36006;50.71
36007;36014;130.17
36008;36006;89.58
36008;36004;69.97
36008;36016;178.23
36009;57465;84.78
36010;36043;276.08
36011;56638;12.65
36012;36015;56.87
36013;36021;93.96
36013;36031;299.55
36013;36005;185.8
36014;36016;50.12
36014;36007;130.17
36014;36035;214.13
36015;36012;56.87
36015;36019;58.59
36015;57465;62.08
36016;36014;50.12
36016;36021;68.76
36016;36035;212.59
36016;36008;178.23
36017;36019;56.47
36018;36026;75.26
36018;36026;184.64
36018;36022;58.04
36019;36017;56.47
36019;36025;61.39
36019;36015;58.59
36020;56677;12.63
36021;36016;68.76
36021;36031;113.44
36021;36013;93.96
36022;36018;58.04
36023;36025;58.36
36024;56724;4.25
36024;56722;34.19
36024;51303;82.66
36025;36023;58.36
36025;36037;85.05
36025;36019;61.39
36026;36018;75.26
36026;36018;184.64
36026;36027;28.25
36027;36032;39.67
36027;36026;28.25
36027;46695;41.34
36028;36033;47.91
36028;56692;60.44
36028;56724;27.76
36029;56628;11.51
36029;56694;16.18
36029;56676;77.89
36030;36032;67.15
36031;2402;103.79
36031;36021;113.44
36031;36013;299.55
36032;36034;56.13
36032;36030;67.15
36032;36027;39.67
36032;36039;47.89
36033;41524;34.65
36033;36040;34.84
36033;36028;47.91
36034;36032;56.13
36035;36014;214.13
36035;36016;212.59
36035;2403;21.64
36036;56656;26.8
36036;36038;75.28
36036;51305;96.24
36037;36025;85.05
36037;2404;191.55
36038;36052;296.08
36038;41524;31.82
36038;36036;75.28
36039;46694;68.42
36039;36041;65.8
36039;36032;47.89
36039;36045;62.7
36040;36033;34.84
36040;56670;14.46
36040;36047;156.02
36041;36039;65.8
36042;36062;491.84
36043;36010;276.08
36043;2400;169.8
36044;56663;34.66
36044;56667;7.28
36044;56669;36.4
36045;36039;62.7
36045;2432;37.68
36046;36054;181.79
36046;46696;76.34
36046;36055;231.98
36047;41523;69.19
36047;56714;41.03
36047;36040;156.02
36048;41523;33.48
36048;62899;212.16
36049;36053;77.32
36049;36056;50.82
36049;46696;277.78
36050;36051;24.46
36050;36058;79.0
36050;60516;177.49
36051;36050;24.46
36052;36038;296.08
36052;36048;69.95
36053;36049;77.32
36053;36054;78.63
36053;46696;199.43
36053;36060;157.85
36054;36060;122.94
36054;36046;181.79
36054;36053;78.63
36054;36055;77.47
36055;36061;139.54
36055;36054;77.47
36055;36046;231.98
36056;36049;50.82
36056;36052;52.27
36057;36058;34.6
36058;36057;34.6
36058;36050;79.0
36058;60517;69.71
36059;36064;69.83
36060;36065;33.16
36060;36054;122.94
36060;36053;157.85
36061;36055;139.54
36061;36065;80.36
36061;26137;47.78
36062;36070;224.09
36062;36063;20.12
36062;36042;491.84
36063;36072;238.44
36063;36064;45.41
36063;36062;20.12
36064;36066;41.94
36064;36063;45.41
36064;36059;69.83
36065;36060;33.16
36065;36061;80.36
36065;36069;68.05
36066;36071;216.91
36066;36067;12.91
36066;36064;41.94
36067;60516;24.74
36067;36068;37.34
36067;36066;12.91
36068;60517;26.78
36068;36067;37.34
36068;26137;36.92
36069;36065;68.05
36069;36056;190.85
36070;36062;224.09
36070;36072;158.02
36071;36066;216.91
36071;2431;97.04
36072;36063;238.44
36072;36071;91.85
36073;36074;51.35
36073;36193;83.25
36074;36083;96.36
36074;36075;42.84
36074;36073;51.35
36075;57455;38.28
36075;36074;42.84
36075;36076;103.38
36076;57456;42.28
36076;36075;103.38
36076;36077;42.8
36077;36088;106.18
36077;36078;38.34
36077;36076;42.8
36078;36089;116.46
36078;36077;38.34
36078;36079;84.37
36079;36093;140.32
36079;36078;84.37
36079;36081;42.83
36080;36085;99.41
36080;36084;41.39
36080;57455;26.17
36081;36096;152.85
36081;36079;42.83
36081;36082;58.91
36082;36081;58.91
36082;36086;37.59
36082;25170;19.39
36083;68430;19.83
36083;36074;96.36
36083;36084;39.56
36084;36080;41.39
36084;36083;39.56
36084;36091;136.18
36085;57456;50.26
36085;36080;99.41
36085;36088;37.34
36086;36092;62.74
36086;36082;37.59
36086;25147;170.25
36087;36090;34.23
36087;36102;10.07
36087;36097;203.08
36088;36085;37.34
36088;36091;39.14
36088;36077;106.18
36089;36094;39.07
36089;36078;116.46
36089;36093;73.71
36090;36103;200.95
36090;36095;28.18
36090;36087;34.23
36090;62301;9.68
36091;36088;39.14
36091;36094;40.05
36091;36084;136.18
36092;36086;62.74
36092;36099;51.63
36092;36101;71.56
36093;36079;140.32
36093;36089;73.71
36093;36096;37.94
36094;36097;40.92
36094;36089;39.07
36094;36091;40.05
36094;36100;110.11
36095;36104;198.08
36095;62323;37.29
36095;36090;28.18
36095;62302;10.11
36096;36093;37.94
36096;36100;39.01
36096;36081;152.85
36097;36103;33.15
36097;36094;40.92
36097;36087;203.08
36097;43159;92.06
36098;43152;39.38
36098;36099;38.45
36098;25170;156.61
36099;36101;51.39
36099;36098;38.45
36099;36092;51.63
36100;36096;39.01
36100;36094;110.11
36100;25147;56.36
36101;36099;51.39
36101;36092;71.56
36101;43151;42.97
36102;36087;10.07
36102;62301;35.22
36102;68430;19.7
36103;36090;200.95
36103;43159;60.5
36103;36097;33.15
36103;36104;32.29
36104;36095;198.08
36104;36106;60.03
36104;36107;34.04
36104;36103;32.29
36105;36110;69.58
36105;43157;41.4
36105;62323;44.76
36106;36104;60.03
36106;43153;33.73
36106;43159;34.92
36107;43153;58.35
36107;36114;33.7
36107;36104;34.04
36107;62323;197.84
36108;43152;59.72
36108;36111;35.53
36108;62801;132.43
36109;36115;39.66
36109;25147;66.39
36109;36127;172.35
36110;62292;111.32
36110;36105;69.58
36110;43156;32.26
36111;36120;45.9
36111;36112;69.37
36111;36108;35.53
36112;36117;44.8
36112;36111;69.37
36112;43151;62.48
36113;36119;33.43
36113;43156;43.92
36113;36116;32.15
36114;36118;34.99
36114;36107;33.7
36114;43154;53.68
36114;43158;111.27
36115;62800;43.4
36115;36109;39.66
36115;36117;37.78
36116;43158;72.91
36116;36122;70.95
36116;36118;63.88
36116;36113;32.15
36117;36112;44.8
36117;25147;101.25
36117;36115;37.78
36118;36122;44.85
36118;36114;34.99
36118;36116;63.88
36118;43154;80.98
36119;36126;88.31
36119;36121;31.49
36119;36113;33.43
36120;36123;46.26
36120;36111;45.9
36120;62800;169.94
36121;36133;83.26
36121;62286;30.79
36121;36119;31.49
36122;36126;16.54
36122;36118;44.85
36122;36116;70.95
36123;36134;45.24
36123;36120;46.26
36123;36125;164.39
36124;36141;140.3
36124;36136;38.42
36124;36128;94.7
36125;36135;40.13
36125;62800;41.89
36125;36123;164.39
36126;36119;88.31
36126;36133;29.79
36126;36122;16.54
36127;36129;34.67
36127;36131;9.52
36127;36109;172.35
36128;36136;57.68
36128;36148;115.65
36128;36124;94.7
36129;36166;156.49
36129;36127;34.67
36129;36130;17.88
36130;36129;17.88
36130;36132;20.61
36130;62800;101.57
36131;36146;69.42
36131;36127;9.52
36131;36153;156.74
36132;36170;157.09
36132;36130;20.61
36132;36135;38.73
36133;36121;83.26
36133;36126;29.79
36133;36142;35.1
36134;36123;45.24
36134;36140;83.54
36134;62801;45.25
36135;36132;38.73
36135;36138;38.83
36135;36172;157.74
36135;36125;40.13
36136;36139;41.92
36136;36128;57.68
36136;36148;62.54
36136;36124;38.42
36137;36144;33.65
36137;62292;32.34
36137;36150;115.87
36138;36173;157.42
36138;36135;38.83
36138;36140;40.47
36139;36152;61.38
36139;36143;43.94
36139;36136;41.92
36140;36138;40.47
36140;36134;83.54
36140;36173;191.58
36141;36124;140.3
36141;36147;40.02
36141;68415;38.52
36142;62286;75.01
36142;36145;32.38
36142;36133;35.1
36143;36149;31.61
36143;36147;55.44
36143;36139;43.94
36144;36151;32.95
36144;36137;33.65
36144;36155;96.52
36145;62287;72.62
36145;36150;30.19
36145;36142;32.38
36146;36157;63.14
36146;36164;77.15
36146;36131;69.42
36147;36154;32.23
36147;36141;40.02
36147;36143;55.44
36148;36152;42.96
36148;36158;40.36
36148;36136;62.54
36148;36128;115.65
36149;36154;56.17
36149;36156;29.28
36149;36143;31.61
36150;36137;115.87
36150;36155;34.68
36150;36145;30.19
36151;36159;32.04
36151;36144;32.95
36151;36161;86.54
36152;36139;61.38
36152;36156;43.21
36152;36148;42.96
36153;36162;43.18
36153;58993;225.5
36153;36131;156.74
36154;36149;56.17
36154;36160;29.06
36154;36147;32.23
36155;36144;96.52
36155;36161;33.15
36155;36150;34.68
36156;36149;29.28
36156;36160;56.51
36156;36152;43.21
36157;36162;38.66
36157;36146;63.14
36157;36164;47.85
36158;36169;141.53
36158;43160;38.03
36158;36148;40.36
36159;36151;32.04
36159;36167;80.58
36159;36163;30.14
36160;36169;41.11
36160;36154;29.06
36160;36156;56.51
36160;36163;36.44
36161;36151;86.54
36161;36167;31.57
36161;36155;33.15
36162;36157;38.66
36162;36175;63.56
36162;36153;43.18
36162;36168;41.73
36163;36159;30.14
36163;36167;107.62
36163;36160;36.44
36164;36146;77.15
36164;36157;47.85
36164;36165;17.05
36165;36175;49.77
36165;36166;19.66
36165;36164;17.05
36166;36129;156.49
36166;36165;19.66
36166;36170;38.6
36167;36159;80.58
36167;36163;107.62
36167;36161;31.57
36168;36182;135.67
36168;36176;40.51
36168;36162;41.73
36169;36158;141.53
36169;43161;39.35
36169;36160;41.11
36170;36132;157.09
36170;36166;38.6
36170;36171;29.9
36171;36170;29.9
36171;36172;11.84
36171;36180;105.55
36172;36171;11.84
36172;36173;37.6
36172;36135;157.74
36173;36138;157.42
36173;36172;37.6
36173;36140;191.58
36174;36178;38.33
36174;43160;39.04
36174;36179;113.43
36175;36165;49.77
36175;36180;71.83
36175;36162;63.56
36176;36183;131.85
36176;36177;36.34
36176;36168;40.51
36177;36185;123.58
36177;36184;93.26
36177;36176;36.34
36178;36179;106.2
36178;29639;37.88
36178;29639;142.04
36178;36174;38.33
36179;36178;106.2
36179;36181;38.93
36179;36174;113.43
36180;36175;71.83
36180;36182;37.97
36180;36171;105.55
36181;36179;38.93
36181;29640;39.51
36181;43161;47.95
36182;36168;135.67
36182;36183;40.08
36182;36180;37.97
36183;36176;131.85
36183;36182;40.08
36183;36185;37.96
36184;36187;92.23
36184;58993;44.47
36184;36186;39.94
36184;36177;93.26
36185;36177;123.58
36185;36186;97.9
36185;36183;37.96
36186;36184;39.94
36186;36188;72.45
36186;36185;97.9
36187;36189;35.39
36187;36184;92.23
36187;36188;47.19
36188;36187;47.19
36188;36190;175.01
36188;36186;72.45
36189;36187;35.39
36189;25158;42.55
36190;36188;175.01
36190;36189;215.4
36191;36192;377.23
36192;62897;48.38
36192;36191;377.23
36193;36194;328.89
36193;36192;181.88
36194;36193;328.89
36195;57434;65.22
36195;62327;73.41
36195;36204;268.8
36196;36200;64.54
36196;43162;64.42
36197;57434;49.62
36197;57435;43.67
36197;57432;198.28
36198;57437;19.58
36199;36200;128.83
36200;36202;58.2
36200;36196;64.54
36200;36199;128.83
36201;36203;217.06
36201;36202;34.98
36201;61253;171.14
36202;36200;58.2
36202;36201;34.98
36202;36203;249.2
36203;36201;217.06
36203;57432;107.33
36203;36202;249.2
36204;57433;25.8
36204;36195;268.8
36204;57432;161.31
36205;36209;42.38
36205;36207;41.87
36205;36206;118.21
36206;36209;79.92
36206;36212;40.84
36206;36205;118.21
36207;36225;123.52
36207;36205;41.87
36207;36208;41.82
36208;36211;47.48
36208;36218;73.61
36208;36207;41.82
36209;36206;79.92
36209;36205;42.38
36209;36214;43.0
36210;59444;36.33
36210;36215;125.89
36210;36213;19.55
36211;36221;64.64
36211;36208;47.48
36211;36229;126.3
36212;36214;83.45
36212;36216;45.41
36212;36206;40.84
36213;36219;121.0
36213;36210;19.55
36213;36222;59.29
36214;36212;83.45
36214;36209;43.0
36214;36223;41.28
36215;36219;19.62
36215;36210;125.89
36215;36217;45.9
36216;36226;47.41
36216;36223;88.85
36216;36212;45.41
36217;36220;19.38
36217;36215;45.9
36217;36224;84.43
36218;36221;43.84
36218;36208;73.61
36218;36228;47.86
36219;36220;44.94
36219;36213;121.0
36219;59445;41.16
36219;36215;19.62
36220;36227;85.18
36220;36219;44.94
36220;36231;41.97
36220;36217;19.38
36221;36211;64.64
36221;36229;106.7
36221;36218;43.84
36222;59445;80.04
36222;36213;59.29
36222;36240;109.57
36223;36214;41.28
36223;36225;40.84
36223;36216;88.85
36224;36227;18.16
36224;36217;84.43
36224;59446;84.87
36225;36207;123.52
36225;36228;41.53
36225;36223;40.84
36226;36216;47.41
36226;36230;42.55
36226;36241;92.06
36227;51301;41.92
36227;36220;85.18
36227;36234;43.92
36227;36224;18.16
36228;36239;196.16
36228;36225;41.53
36228;36218;47.86
36228;36238;51.63
36229;36239;60.92
36229;36221;106.7
36229;36211;126.3
36230;36246;92.48
36230;36226;42.55
36230;36238;134.52
36231;36237;34.99
36231;36220;41.97
36231;36234;85.8
36232;36233;40.64
36232;51301;42.16
36232;36245;72.67
36232;59446;19.36
36233;36232;40.64
36233;36249;73.04
36233;36235;39.56
36234;36231;85.8
36234;36242;38.8
36234;36227;43.92
36235;36236;14.77
36235;36254;72.98
36235;36233;39.56
36236;36235;14.77
36236;36243;43.33
36236;59446;89.19
36237;36242;83.46
36237;36244;35.68
36237;36231;34.99
36238;36247;41.5
36238;36230;134.52
36238;59442;146.96
36238;36228;51.63
36239;36229;60.92
36239;36228;196.16
36239;36251;53.79
36240;36253;51.93
36240;59445;73.99
36240;36244;46.84
36240;36222;109.57
36241;36252;42.38
36241;36246;41.79
36241;36226;92.06
36242;36237;83.46
36242;36250;33.17
36242;36234;38.8
36243;36257;85.66
36243;36236;43.33
36243;36248;101.54
36244;36237;35.68
36244;36250;82.43
36244;36240;46.84
36245;36256;44.82
36245;36232;72.67
36245;36249;42.24
36246;36230;92.48
36246;36255;145.32
36246;36241;41.79
36247;59443;146.57
36247;36238;41.5
36247;36255;46.19
36248;36262;73.78
36248;51291;151.36
36248;36243;101.54
36249;36233;73.04
36249;36254;37.31
36249;36245;42.24
36250;36242;33.17
36250;51302;40.94
36250;36244;82.43
36251;36261;46.57
36251;59442;61.63
36251;36253;17.96
36251;36239;53.79
36252;36258;43.38
36252;36241;42.38
36252;36264;192.52
36253;36240;51.93
36253;36260;45.85
36253;36251;17.96
36253;36259;133.46
36254;36235;72.98
36254;36257;103.92
36254;36249;37.31
36255;36268;206.56
36255;36246;145.32
36255;36247;46.19
36255;36264;42.52
36256;36266;47.87
36256;36245;44.82
36256;36270;212.26
36256;51302;43.83
36257;36243;85.66
36257;36262;31.51
36257;36254;103.92
36258;36252;43.38
36258;36265;72.74
36258;36288;127.5
36259;36272;45.88
36259;36253;133.46
36259;36263;40.14
36260;36253;45.85
36260;36269;42.2
36260;36272;132.24
36261;36251;46.57
36261;36268;45.12
36261;59443;61.02
36262;51292;161.64
36262;36257;31.51
36262;36270;41.08
36262;36248;73.78
36263;36307;177.35
36263;36259;40.14
36263;36266;42.18
36264;36280;206.72
36264;36252;192.52
36264;36255;42.52
36264;36274;45.46
36265;36294;124.46
36265;36267;42.46
36265;36258;72.74
36266;36256;47.87
36266;36279;64.77
36266;36263;42.18
36266;36273;83.57
36267;36298;124.94
36267;36271;40.72
36267;36265;42.46
36268;36261;45.12
36268;36280;38.83
36268;36255;206.56
36269;36260;42.2
36269;36283;43.3
36269;36282;132.02
36270;36256;212.26
36270;36284;51.18
36270;36262;41.08
36270;51290;165.52
36271;36274;42.21
36271;36267;40.72
36271;36302;122.22
36272;36260;132.24
36272;36282;42.62
36272;36259;45.88
36273;36287;65.37
36273;36266;83.57
36273;36276;41.79
36274;36277;40.68
36274;36271;42.21
36274;36264;45.46
36274;36316;166.58
36275;51290;129.64
36275;51293;41.86
36275;36289;49.86
36276;36317;177.29
36276;36273;41.79
36276;36278;40.53
36277;36318;168.21
36277;36281;41.54
36277;36274;40.68
36278;36320;178.25
36278;36276;40.53
36278;36284;45.14
36279;36309;113.72
36279;36266;64.77
36279;36285;42.98
36280;36268;38.83
36280;36290;47.5
36280;36264;206.72
36281;36321;167.14
36281;36286;42.71
36281;36277;41.54
36282;36269;132.02
36282;36293;42.57
36282;36272;42.62
36283;36269;43.3
36283;36292;47.58
36283;36293;133.9
36284;36291;44.24
36284;36278;45.14
36284;51288;128.12
36284;36270;51.18
36285;36310;112.88
36285;36287;39.63
36285;36279;42.98
36286;36290;83.22
36286;36281;42.71
36286;36300;63.19
36287;36273;65.37
36287;36314;113.75
36287;36285;39.63
36288;36294;85.94
36288;36299;43.26
36288;36258;127.5
36289;51296;43.85
36289;51295;139.16
36289;36275;49.86
36290;36280;47.5
36290;36306;64.04
36290;36292;16.38
36290;36286;83.22
36291;36295;43.79
36291;36324;133.04
36291;36284;44.24
36292;36283;47.58
36292;36290;16.38
36292;62412;83.59
36292;36296;62.16
36293;36283;133.9
36293;36304;45.56
36293;36282;42.57
36294;36265;124.46
36294;36298;41.81
36294;36288;85.94
36295;36327;132.26
36295;36297;41.23
36295;36291;43.79
36296;36304;72.55
36296;36292;62.16
36296;36308;43.07
36297;36330;131.66
36297;36301;42.47
36297;36295;41.23
36298;36267;124.94
36298;36302;40.77
36298;36294;41.81
36299;36311;174.91
36299;36305;17.81
36299;36288;43.26
36300;36325;104.41
36300;36286;63.19
36300;36303;41.4
36301;36332;134.39
36301;51288;43.82
36301;36297;42.47
36302;36311;44.1
36302;36271;122.22
36302;36298;40.77
36303;36329;103.46
36303;36306;42.4
36303;36300;41.4
36304;36307;42.08
36304;36296;72.55
36304;36293;45.56
36305;36299;17.81
36306;36290;64.04
36306;36313;40.53
36306;36303;42.4
36307;36263;177.35
36307;36309;41.46
36307;36304;42.08
36308;36315;39.22
36308;36296;43.07
36308;36319;154.07
36309;36310;41.57
36309;36307;41.46
36309;36279;113.72
36309;36319;42.32
36310;36285;112.88
36310;36338;125.1
36310;36314;41.94
36310;36309;41.57
36311;36316;43.0
36311;36299;174.91
36311;36302;44.1
36312;36326;131.52
36313;36306;40.53
36313;36331;63.12
36313;36333;77.16
36314;36287;113.75
36314;36340;124.33
36314;36317;39.13
36314;36310;41.94
36315;36308;39.22
36315;36328;154.86
36315;62412;58.15
36316;36318;42.02
36316;36311;43.0
36316;36274;166.58
36316;36326;49.62
36317;36276;177.29
36317;36342;126.3
36317;36320;46.47
36317;36314;39.13
36318;36321;41.26
36318;36316;42.02
36318;36277;168.21
36319;36328;41.21
36319;36309;42.32
36319;36308;154.07
36320;36278;178.25
36320;36324;40.99
36320;36317;46.47
36321;36325;39.9
36321;36318;41.26
36321;36281;167.14
36322;62412;49.2
36322;36335;50.6
36322;36336;194.95
36323;36334;141.31
36324;36327;43.01
36324;36320;40.99
36324;36345;127.72
36324;36291;133.04
36325;36329;42.74
36325;36321;39.9
36325;36300;104.41
36326;36312;131.52
36326;36341;284.78
36326;36316;49.62
36326;36334;36.43
36327;36295;132.26
36327;36346;128.19
36327;36330;42.83
36327;36324;43.01
36328;36315;154.86
36328;36336;42.1
36328;36319;41.21
36329;36331;41.56
36329;36325;42.74
36329;36303;103.46
36330;36297;131.66
36330;36348;128.37
36330;36332;42.02
36330;36327;42.83
36331;36329;41.56
36331;36313;63.12
36331;36333;48.18
36332;36349;127.4
36332;36301;134.39
36332;36337;40.44
36332;36330;42.02
36333;36331;48.18
36333;36335;24.36
36333;36313;77.16
36334;36347;280.99
36334;36323;141.31
36334;36326;36.43
36334;36339;38.9
36335;36322;50.6
36335;36344;166.13
36335;36333;24.36
36335;36341;42.39
36336;36338;43.06
36336;36322;194.95
36336;36344;44.79
36336;36328;42.1
36337;36350;119.99
36337;51294;45.54
36337;51287;44.93
36337;36332;40.44
36338;36336;43.06
36338;36340;39.45
36338;36310;125.1
36339;62417;134.35
36339;59441;120.19
36339;36334;38.9
36340;36338;39.45
36340;36342;42.62
36340;36314;124.33
36341;36326;284.78
36341;36347;38.34
36341;36335;42.39
36342;36340;42.62
36342;36345;61.69
36342;36317;126.3
36343;51287;88.6
36343;51295;57.4
36343;42726;110.84
36344;36336;44.79
36344;25141;187.69
36344;36335;166.13
36345;36342;61.69
36345;36346;44.68
36345;25141;42.98
36345;36324;127.72
36346;36345;44.68
36346;36348;42.13
36346;36327;128.19
36347;36334;280.99
36347;36341;38.34
36347;36351;43.83
36348;36346;42.13
36348;36349;39.54
36348;36330;128.37
36349;36348;39.54
36349;36350;43.38
36349;36332;127.4
36350;36349;43.38
36350;51286;44.83
36350;36337;119.99
36351;62304;20.07
36351;62419;26.46
36351;36347;43.83
36352;51282;16.29
36353;36363;91.2
36354;62510;69.36
36354;62306;18.54
36354;62307;80.98
36355;36356;33.87
36355;62510;18.24
36355;36366;82.67
36356;36357;32.74
36356;36355;33.87
36356;36368;85.28
36357;36358;32.13
36357;36356;32.74
36357;36370;85.33
36358;36359;32.76
36358;36357;32.13
36358;36372;85.88
36359;36360;31.69
36359;36358;32.76
36359;36374;84.03
36360;36361;16.43
36360;36359;31.69
36360;36375;83.06
36361;36362;15.08
